molar extinction coefficient	Wavenumber
	cm\+(-1)
57.3201836666667	3369.27223719677
55.1220406547619	3370.40781934614
55.2793410357143	3371.54416722859
56.4274865952381	3372.68128161889
56.9682235714286	3373.81916329285
57.5617909285714	3374.95781302734
57.6208146071429	3376.09723160027
58.1089961547619	3377.23741979061
58.2197658928571	3378.37837837838
58.4366531666667	3379.52010814464
58.5947318690476	3380.66260987154
59.1023980357143	3381.80588434224
58.8681083214286	3382.949932341
59.4033482738095	3384.09475465313
59.6206945714286	3385.240352065
59.6629832619048	3386.38672536404
59.8817753333333	3387.53387533875
60.7689443452381	3388.68180277872
60.7403216904762	3389.83050847458
61.2875402261905	3390.97999321804
61.4495415714286	3392.1302578019
62.1259434285714	3393.28130302002
61.8231926190476	3394.43312966735
61.9141141071429	3395.5857385399
61.9108943928572	3396.73913043478
61.8795021666667	3397.89330615019
61.9001597857143	3399.04826648539
61.0845407380953	3400.20401224074
61.3155065119048	3401.36054421769
61.3440426904762	3402.51786321878
61.2723441547619	3403.67597004765
61.1783005238095	3404.83486550902
61.6553993452381	3405.99455040872
61.65149	3407.15502555366
61.9426170119048	3408.31629175188
62.0484928690476	3409.47834981248
61.9483291190476	3410.6412005457
61.797210952381	3411.80484476288
62.6237552976191	3412.96928327645
62.3684886428572	3414.13451689997
62.5808834166667	3415.30054644809
62.8122793809524	3416.46737273659
63.1235828095238	3417.63499658237
63.1116973690476	3418.80341880342
63.2887284880952	3419.97264021888
63.3324008571429	3421.14266164899
63.6614903452381	3422.31348391513
63.7617871309524	3423.48510783978
63.9845151428571	3424.65753424658
64.1900513928572	3425.83076396026
64.1639632619048	3427.00479780672
64.3860814761905	3428.17963661296
64.8743894285714	3429.35528120713
64.6933026309524	3430.53173241853
64.8884368809524	3431.70899107756
65.0779277619048	3432.88705801579
65.1268820714286	3434.06593406593
65.437968202381	3435.24562006184
65.5072608214286	3436.42611683849
65.7624919761905	3437.60742523204
65.6836133928572	3438.78954607978
65.8467988571429	3439.97248022016
65.9642253214286	3441.15622849277
65.9752060714286	3442.34079173838
66.0824345595238	3443.5261707989
66.4094596071429	3444.7123665174
66.4000310714286	3445.89937973811
66.5089736428572	3447.08721130645
66.6741148690476	3448.27586206897
66.8522591309524	3449.46533287341
66.8469616785714	3450.65562456867
66.8484030238095	3451.84673800483
66.9336656071429	3453.03867403315
67.1025587380953	3454.23143350605
67.2063723690476	3455.42501727713
67.0801205119048	3456.61942620118
67.1768494404762	3457.81466113416
67.15915875	3459.01072293324
67.2649924761905	3460.20761245675
67.199285452381	3461.40533056421
67.2328130714286	3462.60387811634
67.2105189761905	3463.80325597506
67.3320188690476	3465.00346500347
67.2532467261905	3466.20450606586
67.5285212857143	3467.40638002774
67.5922503571429	3468.60908775581
67.4550953809524	3469.81263011797
67.5824892142857	3471.01700798334
67.4486359880952	3472.22222222222
67.4830505714286	3473.42827370615
67.7838522380952	3474.63516330785
67.5363554880952	3475.84289190129
67.6142473214286	3477.05146036161
67.6655498809524	3478.26086956522
67.82761775	3479.4711203897
68.6985374047619	3480.68221371389
68.8240264761905	3481.89415041783
67.8123396190476	3483.10693138279
67.2889673809524	3484.32055749129
68.0929981071429	3485.53502962705
67.805399047619	3486.75034867504
67.8503553214286	3487.96651552145
68.1005640119048	3489.18353105373
69.3245835238095	3490.40139616056
70.585702952381	3491.62011173184
68.8201614761905	3492.83967865875
69.9435427261905	3494.06009783368
68.7704820714286	3495.2813701503
68.9126418095238	3496.5034965035
68.5919253571429	3497.72647778944
68.3795527619048	3498.95031490553
69.8913598333333	3500.17500875044
69.9906609880952	3501.40056022409
70.7871857142857	3502.62697022767
69.169407452381	3503.85423966363
70.4183731547619	3505.08236943568
70.0148576190476	3506.31136044881
70.4054853095238	3507.54121360926
71.0403945952381	3508.77192982456
71.4711267976191	3510.00351000351
71.0942737619048	3511.23595505618
70.6113209642857	3512.46926589392
70.2284808809524	3513.70344342938
70.5955815714286	3514.93848857645
70.2707406904762	3516.17440225035
70.3733103452381	3517.41118536757
70.8639089047619	3518.64883884588
71.5701663928571	3519.88736360437
71.0137099880953	3521.12676056338
71.3220797380952	3522.36703064459
71.1811662380953	3523.60817477097
71.0921450238095	3524.85019386676
69.9264219761905	3526.09308885755
70.4836455	3527.33686067019
70.6807399880953	3528.58151023289
72.4957812261905	3529.82703847512
72.6656278809524	3531.07344632768
71.6525972142857	3532.32073472271
71.8654266666667	3533.56890459364
72.8650994047619	3534.81795687522
71.8599273452381	3536.06789250354
71.2040102380952	3537.31871241599
72.0368343928571	3538.57041755131
71.4775796190476	3539.82300884956
72.8474220952381	3541.07648725213
72.9703566071429	3542.33085370174
73.1190311428572	3543.58610914245
70.7203078452381	3544.84225451967
72.1635208690476	3546.09929078014
73.2270911904762	3547.35721887194
72.2950767380952	3548.6160397445
74.3497340476191	3549.8757543486
71.4100541666667	3551.13636363636
74.9748732142857	3552.39786856128
73.7811836904762	3553.66027007818
71.2790748809524	3554.92356914326
72.9771596428572	3556.18776671408
70.9245957142857	3557.45286374956
71.4724263095238	3558.71886120997
74.3670654761905	3559.98576005696
72.5865364285715	3561.25356125356
73.0664602380953	3562.52226576416
72.8792023809524	3563.79187455453
71.6691925	3565.0623885918
75.2392269047619	3566.33380884451
72.4365845238096	3567.60613628256
75.0222022619048	3568.87937187723
72.7296408333333	3570.15351660121
74.9377267857143	3571.42857142857
76.4230354761905	3572.70453733476
74.9834059523809	3573.98141529664
74.5755398809524	3575.25920629246
77.1766795238096	3576.53791130186
75.9717432142857	3577.8175313059
75.1344398809524	3579.09806728704
77.0751386904762	3580.37952022914
76.4264236904762	3581.66189111748
75.226560952381	3582.94518093873
75.9356610714286	3584.229390681
77.3547483333333	3585.51452133381
75.5244422619048	3586.80057388809
76.0450782142857	3588.0875493362
76.1632053571429	3589.37544867193
75.61039	3590.66427289049
76.2746270238095	3591.95402298851
75.3547641666667	3593.24469996407
77.1337853571429	3594.53630481668
75.8218446428572	3595.82883854729
76.6916998809524	3597.12230215827
76.1279747619048	3598.41669665347
76.5940086904762	3599.71202303816
75.2415685714286	3601.00828231905
77.6258961904762	3602.30547550432
76.0210411904762	3603.6036036036
76.7373258333333	3604.90266762798
74.7607932142858	3606.20266858998
77.1569	3607.50360750361
75.4371995238095	3608.80548538434
77.9009646428572	3610.1083032491
77.3861294047619	3611.41206211629
78.3783339285715	3612.71676300578
77.5946392857143	3614.02240693892
77.7838485714285	3615.32899493854
78.3634683333333	3616.63652802893
76.4035397619048	3617.94500723589
77.8351510714286	3619.25443358668
77.9485064285714	3620.56480811007
76.3463122619047	3621.87613183629
78.8750392857143	3623.1884057971
76.796646547619	3624.50163102574
76.2513351190476	3625.81580855693
78.4559972619048	3627.13093942691
78.6767475	3628.44702467344
76.519555952381	3629.76406533575
77.2728452380952	3631.08206245461
77.2028807142857	3632.40101707229
76.6044216666667	3633.72093023256
75.8538642857143	3635.04180298074
77.3789627380952	3636.36363636364
78.9767219047619	3637.68643142961
75.883063452381	3639.01018922853
75.8836311904762	3640.3349108118
78.7427028571429	3641.66059723234
79.126585	3642.98724954463
76.2597435714286	3644.31486880467
78.3801433333333	3645.64345607
74.8516903571429	3646.97301239971
74.9160491666667	3648.30353885443
73.7416957142857	3649.63503649635
76.9847204761905	3650.96750638919
77.4826677380953	3652.30094959825
79.6596209523809	3653.63536719036
78.1107516666667	3654.97076023392
71.9880064285715	3656.3071297989
76.4622575000001	3657.64447695684
73.323966547619	3658.98280278083
74.8090801190477	3660.32210834554
75.8462719047619	3661.66239472721
74.9370527380952	3663.00366300366
69.5496797619047	3664.34591425431
83.8955953571429	3665.68914956012
69.7440689285714	3667.03337000367
74.1538192857143	3668.37857666911
57.8347770238095	3669.7247706422
71.0722946428571	3671.07195301028
64.1702895238095	3672.42012486228
72.0150059523809	3673.76928728876
72.8110116666667	3675.11944138185
77.679469404762	3676.4705882353
78.4607870238095	3677.82272894447
73.3781428571429	3679.17586460633
76.6984408333334	3680.52999631947
70.6319297619048	3681.8851251841
74.0584517857143	3683.24125230203
71.4500745238096	3684.59837877671
79.6727126190477	3685.95650571323
75.3039760714286	3687.31563421829
81.8311813095238	3688.67576540022
82.2523165476191	3690.036900369
75.3143358333334	3691.39904023625
80.1286880952381	3692.76218611521
72.7017366666666	3694.1263391208
75.4920854761905	3695.49150036955
79.0013798809524	3696.85767097967
79.5823477380953	3698.22485207101
76.3877871428571	3699.59304476508
77.3543048809524	3700.96225018505
74.4847314285714	3702.33246945576
73.8329829761905	3703.7037037037
76.4246142857143	3705.07595405706
75.1698301190476	3706.44922164566
77.8375636904762	3707.82350760104
77.4938080952381	3709.19881305638
80.1452214285714	3710.57513914657
77.6347305952381	3711.95248700817
79.0824138095238	3713.33085777943
74.0573520238095	3714.7102526003
65.6528486904762	3716.09067261241
80.6084346428572	3717.47211895911
79.2641725	3718.85459278542
69.2580782142857	3720.2380952381
83.4598072619048	3721.62262746558
48.406635	3723.00819061802
80.5113288095238	3724.3947858473
40.5019060714286	3725.78241430701
61.0682580952381	3727.17107715244
57.4742577380952	3728.56077554064
53.9309566666667	3729.95151063036
125.288147261905	3731.34328358209
27.2314817857143	3732.73609555805
22.2775021428571	3734.12994772218
31.4865106095238	3735.52484124019
4.33139282142857	3736.92077727952
14.132709202381	3738.31775700935
-4.46907333333333	3739.7157816006
74.1249549035714	3741.11485222596
63.9741730357143	3742.51497005988
60.0987956690476	3743.91613627855
58.5200087619048	3745.31835205993
76.748891952381	3746.72161858374
89.1309431071429	3748.12593703149
64.756415202381	3749.53130858643
66.902829952381	3750.93773443361
80.6565950833333	3752.34521575985
78.9152547261905	3753.75375375375
89.0735337261905	3755.16334960571
87.4197775714286	3756.57400450789
83.1067495595238	3757.98571965427
81.7796681071429	3759.3984962406
83.593886702381	3760.81233546446
83.4510085119048	3762.22723852521
85.7459270357143	3763.64320662401
85.1416960357143	3765.06024096386
83.5638182857143	3766.47834274953
86.9504020833333	3767.89751318764
86.9608683809524	3769.31775348662
81.4594705357143	3770.73906485671
81.0258844404762	3772.16144851
82.5353765119048	3773.58490566038
82.3857550952381	3775.00943752359
83.2508961190476	3776.43504531722
84.424488952381	3777.86173026067
83.6713838333334	3779.28949357521
83.3009502738095	3780.71833648393
81.7108278452381	3782.1482602118
81.117007702381	3783.57926598562
86.1903763452381	3785.01135503407
88.95072775	3786.44452858766
81.4747664047619	3787.87878787879
81.4357129404762	3789.31413414172
81.4678369166667	3790.75056861259
84.1379852976191	3792.18809252939
81.8179388095238	3793.62670713202
83.6652415238095	3795.06641366224
88.1432422619048	3796.50721336371
79.4659013928571	3797.94910748196
75.7569735476191	3799.39209726444
78.6195752976191	3800.83618396047
60.7165241904762	3802.28136882129
86.7832052738095	3803.72765310004
57.2244503690476	3805.17503805175
97.3734383809524	3806.62352493338
46.903724297619	3808.07311500381
49.5733773666667	3809.52380952381
137.197385892857	3810.9756097561
42.0818283333333	3812.42851696531
72.2052973095238	3813.882532418
-35.2124051547619	3815.33765738268
74.205521	3816.79389312977
80.2524472392857	3818.25124093165
46.5382600119048	3819.70970206264
72.0922236428572	3821.16927779901
77.2318492380953	3822.62996941896
98.4093684166667	3824.09177820268
86.4439000833333	3825.55470543229
82.2971175833333	3827.01875239189
85.5267402619048	3828.48392036754
83.68778175	3829.95021064726
82.9711889047619	3831.41762452107
88.1871873690476	3832.88616328095
89.499977452381	3834.35582822086
89.8784625238095	3835.82662063675
89.7186675238095	3837.29854182655
90.0221101547619	3838.77159309021
89.9000559047619	3840.24577572965
86.7485689642857	3841.72109104879
90.6873827023809	3843.19754035357
90.4170341666667	3844.67512495194
91.1874652261905	3846.15384615385
89.8047317142857	3847.63370527126
90.1334519880953	3849.11470361817
91.2836287142857	3850.59684251059
90.8782106904762	3852.08012326656
89.4210068452381	3853.56454720617
87.223164297619	3855.0501156515
89.3580150833333	3856.53682992673
90.4501482261905	3858.02469135803
90.1912183809524	3859.51370127364
89.943128452381	3861.00386100386
89.4675053452381	3862.49517188104
89.7364713095238	3863.98763523957
90.5141034880952	3865.48125241593
90.0289243333334	3866.97602474865
89.762593797619	3868.47195357834
89.8530551428572	3869.96904024768
90.6759917380952	3871.46728610143
91.6263365714286	3872.96669248645
91.3991881190476	3874.46726075165
91.3625793690476	3875.96899224806
91.336630952381	3877.47188832881
90.4255579880952	3878.97595034911
91.6939561309524	3880.48117966628
92.3901596785714	3881.98757763975
94.3260001309524	3883.49514563107
93.8716987619048	3885.00388500389
93.6627476666667	3886.51379712398
91.2327286071429	3888.02488335925
91.6119398809524	3889.53714507974
92.2299101071429	3891.05058365759
92.4152144761905	3892.56520046711
92.9095848928572	3894.08099688474
92.1475778690476	3895.59797428905
92.4970799404762	3897.1161340608
92.2852905357143	3898.63547758285
91.9454997142857	3900.15600624025
92.6520830714286	3901.67772142021
92.6792100476191	3903.2006245121
92.3611179285714	3904.72471690746
92.6946045952381	3906.25
92.5487661309524	3907.77647518562
92.7671978690476	3909.30414386239
93.0913491190476	3910.83300743058
93.3564611785714	3912.36306729265
92.9493789761905	3913.89432485323
93.0696692619048	3915.42678151919
93.0415566190476	3916.96043869957
93.8201888571429	3918.49529780564
92.9478478333333	3920.03136025088
93.477009797619	3921.56862745098
94.368279952381	3923.10710082385
93.8155721547619	3924.64678178964
94.4261793928572	3926.18767177071
96.2580299166667	3927.72977219167
96.4431236309524	3929.27308447937
97.0543406547619	3930.81761006289
97.1501970238096	3932.36335037358
97.0617723821429	3933.910306845
96.0757778571429	3935.45848091303
95.1563462690476	3937.00787401575
94.9486945976191	3938.55848759354
95.7098013416667	3940.11032308905
95.8528258845238	3941.66338194718
95.3996875535714	3943.21766561514
95.7406037238095	3944.77317554241
95.6462618630952	3946.32991318074
96.7908561988095	3947.88787998421
96.566659127381	3949.44707740916
95.5153644761905	3951.00750691426
95.2299418166667	3952.56916996048
95.2976035130953	3954.13206801107
95.2329231559524	3955.69620253165
95.0998693190476	3957.26157499011
94.931999527381	3958.82818685669
95.3261784821429	3960.39603960396
95.420663375	3961.96513470682
95.9173576595238	3963.53547364249
96.0960097226191	3965.10705789056
95.7856509107143	3966.67988893296
95.6973116392857	3968.25396825397
95.6446398071429	3969.82929734022
95.6858752226191	3971.4058776807
95.7072967488095	3972.98371076679
95.2900087988095	3974.56279809221
95.7437203357143	3976.14314115308
95.7366999297619	3977.72474144789
95.6805256547619	3979.30760047752
95.6129194047619	3980.89171974522
95.813055077381	3982.47710075667
95.6986276857143	3984.06374501992
95.6680803095238	3985.65165404544
95.6220918202381	3987.24082934609
95.719335202381	3988.83127243718
95.7150355976191	3990.42298483639
95.6672354607143	3992.01596806387
95.5719922119048	3993.61022364217
95.6510714714286	3995.20575309629
95.4441936904762	3996.80255795364
96.6193176571429	3998.4006397441
96.3138560583334	4000
95.427680452381	4001.6006402561
96.1805150488096	4003.20256204964
95.8374136035714	4004.80576692031
96.1367085226191	4006.41025641026
98.7951632630953	4008.01603206413
96.4995651	4009.62309542903
96.0719871464286	4011.23144805455
96.1428907297619	4012.84109149278
95.9425643583334	4014.45202729827
97.7542905511905	4016.06425702811
96.5400870583334	4017.67778224186
99.6607145119048	4019.29260450161
98.1148227	4020.90872537194
100.460252727381	4022.52614641995
98.2561991345238	4024.14486921529
99.0340835464286	4025.76489533011
97.9148361464286	4027.38622633911
100.869661019048	4029.0088638195
99.3309764238095	4030.63280935107
102.249202545238	4032.25806451613
100.415192785714	4033.88463089956
98.5256263226191	4035.51251008878
99.6093786821429	4037.1417036738
98.97139555	4038.77221324717
97.880290727381	4040.40404040404
98.3649360345238	4042.03718674212
98.6012031392857	4043.67165386171
99.0267959416667	4045.3074433657
99.1478761952381	4046.94455685957
99.0728221214286	4048.58299595142
98.8515914369048	4050.22276225192
98.6970999892857	4051.86385737439
100.181240682143	4053.50628293474
97.2005516511905	4055.1500405515
99.1079296619048	4056.79513184584
98.5106408952381	4058.44155844156
99.4925038011905	4060.08932196508
98.8167710642857	4061.73842404549
98.2668411559524	4063.38886631451
97.8213036428572	4065.0406504065
99.25887155	4066.69377795852
97.7504848761905	4068.34825061025
97.8938874928572	4070.00407000407
98.2872188261905	4071.66123778502
99.2384938821429	4073.31975560082
98.5213461178572	4074.97962510188
97.9286607428572	4076.6408479413
96.7076081476191	4078.30342577488
99.341568	4079.96736026112
101.261115854762	4081.63265306123
100.181054410714	4083.29930583912
99.3059704178572	4084.96732026144
95.1765631821429	4086.63669799755
95.8442693559524	4088.30744071954
96.4152039090476	4089.97955010225
115.264116214286	4091.65302782324
104.852392720238	4093.32787556283
74.7397298095238	4095.0040950041
90.8192951166667	4096.68168783286
94.6425195238095	4098.36065573771
58.0304058452381	4100.04100041
125.956899	4101.72272354389
82.6922322976191	4103.40582683628
60.9460164761905	4105.09031198686
123.666522892857	4106.77618069815
110.316305380952	4108.46343467543
90.1036868119048	4110.1520756268
103.875814240476	4111.84210526316
102.972117295238	4113.53352529823
99.300830402381	4115.22633744856
99.1756334869048	4116.92054343351
101.406419914286	4118.61614497529
101.255953109524	4120.31314379893
101.889357233333	4122.01154163232
100.711329530952	4123.71134020619
100.372937357143	4125.41254125413
101.382657889286	4127.11514651259
101.381378985714	4128.81915772089
101.290157039286	4130.52457662123
100.197509990476	4132.23140495868
100.713002030952	4133.93964448119
102.573830546429	4135.64929693962
103.090272195238	4137.36036408771
102.764712317857	4139.07284768212
100.553032414286	4140.7867494824
100.880356817857	4142.50207125104
100.961834234524	4144.21881475342
100.525928147619	4145.93698175788
100.68985367619	4147.65657403567
100.200905994048	4149.377593361
100.691681947619	4151.100041511
101.023926288095	4152.82392026578
100.763681497619	4154.54923140839
100.228291313095	4156.27597672486
100.813434636905	4158.00415800416
100.42275257381	4159.73377703827
100.529573617857	4161.46483562214
102.086268759524	4163.19733555371
102.58605360119	4164.9312786339
103.048210780952	4166.66666666667
100.652404532143	4168.40350145894
101.033779460714	4170.14178482068
101.017989666667	4171.88151856487
100.665823334524	4173.62270450751
101.345856233333	4175.36534446764
100.662393522619	4177.10944026734
101.61030249881	4178.85499373172
100.673189095238	4180.60200668896
103.15228829881	4182.35048097031
101.384623091667	4184.10041841004
102.383876219048	4185.85182084554
103.309338114286	4187.60469011725
106.345378197619	4189.35902806871
105.208759972619	4191.11483654652
106.20376395	4192.87211740042
106.717086770238	4194.63087248322
105.771332025	4196.39110365086
107.571422783333	4198.15281276239
106.876590738095	4199.91600167997
105.59512302619	4201.68067226891
108.294139644048	4203.44682639765
106.001690225	4205.21446593776
105.405060601191	4206.98359276399
105.499763910714	4208.75420875421
105.993617660714	4210.52631578948
106.663695384524	4212.299915754
105.665984476191	4214.07501053519
105.792353309524	4215.85160202361
106.091129354762	4217.62969211303
105.84671094881	4219.40928270042
106.258456972619	4221.19037568594
106.134987994048	4222.97297297297
105.432315642857	4224.7570764681
105.120321466667	4226.54268808115
105.066022588095	4228.32980972516
104.990128669048	4230.11844331641
105.012591841667	4231.90859077444
105.247233022619	4233.70025402202
105.597308309524	4235.49343498518
105.439564438095	4237.28813559322
105.51891422381	4239.08435777872
105.470313604762	4240.88210347752
105.128061429762	4242.68137462877
104.941517513095	4244.48217317487
104.86128074881	4246.28450106157
104.869034009524	4248.08836023789
104.828818607143	4249.89375265618
105.012988763095	4251.70068027211
105.104084308333	4253.50914504466
105.174403591667	4255.31914893617
105.366819266667	4257.1306939123
105.401492186905	4258.94378194208
105.310066245238	4260.75841499787
105.186358896429	4262.57459505541
105.044314454762	4264.39232409382
104.965444741667	4266.21160409556
105.044038392857	4268.03243704652
105.109518129762	4269.85482493595
105.228327165476	4271.67876975652
105.371716479762	4273.50427350427
105.43998242381	4275.33133817871
105.410883030952	4277.15996578272
105.424569038095	4278.99015832264
105.365600786905	4280.82191780822
105.339031484524	4282.65524625268
105.308500738095	4284.49014567267
105.365712766667	4286.3266180883
105.388401569048	4288.16466552316
105.450392167857	4290.00429000429
105.430686933333	4291.84549356223
105.458563419048	4293.688278231
105.468275784524	4295.53264604811
105.449407625	4297.37859905458
105.483978547619	4299.22613929493
105.592975438095	4301.07526881721
105.759018058333	4302.92598967298
105.917831839286	4304.77830391735
106.038448096429	4306.63221360896
106.082298970238	4308.48772081
106.097976238095	4310.34482758621
105.986235264286	4312.2035360069
105.939132517857	4314.06384814495
105.865748732143	4315.92576607682
105.980935596429	4317.78929188256
106.114383035714	4319.65442764579
106.484521672619	4321.52117545376
106.765877546429	4323.38953739732
107.011322067857	4325.25951557094
107.230543208333	4327.1311120727
107.399744583333	4329.00432900433
107.326337440476	4330.8791684712
107.638086619048	4332.75563258232
107.832977011905	4334.63372345037
108.072330238095	4336.51344319167
107.926274380952	4338.39479392625
107.943426297619	4340.27777777778
107.990273988095	4342.16239687364
107.835989369048	4344.04865334492
107.582488892857	4345.93654932638
107.483787595238	4347.82608695652
107.568835	4349.71726837756
107.754264714286	4351.61009573542
107.923553630952	4353.5045711798
108.018576214286	4355.40069686411
107.991675392857	4357.29847494553
107.864289309524	4359.19790758501
107.847894761905	4361.09899694723
107.69041252381	4363.0017452007
107.562560797619	4364.90615451768
107.543915547619	4366.81222707424
107.497801714286	4368.71996505024
107.515490190476	4370.62937062937
107.560563988095	4372.54044599913
107.617372464286	4374.45319335083
107.6482625	4376.36761487965
107.61173802381	4378.28371278459
107.627737821429	4380.20148926851
107.641019166667	4382.12094653813
107.650620654762	4384.04208680403
107.754426511905	4385.9649122807
107.834625666667	4387.88942518649
107.872475011905	4389.81562774364
107.934716154762	4391.74352217831
107.99065427381	4393.67311072056
108.032292226191	4395.6043956044
108.010541404762	4397.53737906772
108.083531571429	4399.4720633524
108.162752702381	4401.40845070423
108.27918025	4403.34654337296
108.396736464286	4405.28634361234
108.548424488095	4407.22785368004
108.627758761905	4409.17107583774
108.740202678571	4411.11601235113
108.823943011905	4413.06266548985
108.857460607143	4415.01103752759
108.904862702381	4416.96113074205
108.955782845238	4418.91294741494
109.065349571429	4420.86648983201
109.210762321429	4422.82176028306
109.275938261905	4424.77876106195
109.434033607143	4426.73749446658
109.532753714286	4428.69796279894
109.645012535714	4430.66016836509
109.718771059524	4432.62411347518
109.806673488095	4434.58980044346
109.879172536905	4436.55723158829
109.994245158333	4438.52640923214
110.13765002381	4440.4973357016
110.21573582381	4442.47001332741
110.22408887619	4444.44444444445
110.254325842857	4446.42063139173
110.232223619048	4448.39857651246
110.202349234524	4450.37828215398
110.176143545238	4452.35975066786
110.168888158333	4454.3429844098
110.260009169048	4456.32798573975
110.286977557143	4458.31475702185
110.36239370119	4460.30330062444
110.31883877381	4462.29361892013
110.308813821429	4464.28571428572
110.264201155952	4466.27958910228
110.235326879762	4468.27524575514
110.246941761905	4470.27268663389
110.205971332143	4472.27191413238
110.249873304762	4474.27293064877
110.271676194048	4476.2757385855
110.25736375119	4478.28034034931
110.170137590476	4480.28673835126
110.112966557143	4482.29493500672
110.070177935714	4484.30493273543
110.002058311905	4486.31673396142
110.152979101191	4488.33034111311
110.239776219048	4490.34575662326
110.422704514286	4492.36298292902
110.667992692857	4494.38202247191
110.711803651191	4496.40287769784
110.876168847619	4498.42555105713
110.821370421429	4500.4500450045
110.332221065476	4502.4763619991
110.275351579762	4504.50450450451
110.294608907143	4506.53447498873
110.469570085714	4508.56627592426
110.505682032143	4510.599909788
111.276911434524	4512.63537906137
111.321546083333	4514.67268623025
111.579195445238	4516.71183378501
111.916806520238	4518.75282422052
111.829657945238	4520.79566003617
112.064867959524	4522.84034373587
111.325653889286	4524.88687782805
111.408245640476	4526.93526482571
111.438090058333	4528.98550724638
112.805908014286	4531.03760761214
